Başlık,Not,URL,Etiketler,Yorum
Tostçu Erol İstanbul Beşiktaş Şubesi,,https://www.google.com/maps/place/Tost%C3%A7u+Erol+%C4%B0stanbul+Be%C5%9Fikta%C5%9F+%C5%9Eubesi/data=!4m2!3m1!1s0x14cab767819823d9:0x6522e6eef49a389e,,
Beltaş Rest Cafe Beşiktaş,,https://www.google.com/maps/place/Belta%C5%9F+Rest+Cafe+Be%C5%9Fikta%C5%9F/data=!4m2!3m1!1s0x14cab7a417fbd405:0x84246303d891e8ae,,
Maslak Pilavcısı,,https://www.google.com/maps/place/Maslak+Pilavc%C4%B1s%C4%B1/data=!4m2!3m1!1s0x14cab6ff467ed901:0x550a6a81db816418,,
Paşa kokoreç & işkembe,,https://www.google.com/maps/place/Pa%C5%9Fa+kokore%C3%A7+%26+i%C5%9Fkembe/data=!4m2!3m1!1s0x14cac9d31db55303:0xd59af6be10fd117e,,
TantuniTan Şaşkınbakkal (Bağdat Caddesi Tantuni),,https://www.google.com/maps/place/TantuniTan+%C5%9Ea%C5%9Fk%C4%B1nbakkal+(Ba%C4%9Fdat+Caddesi+Tantuni)/data=!4m2!3m1!1s0x14cac710e03957e1:0x1e803bb56fce3bc3,,
Fried Dinosaurs,,https://www.google.com/maps/place/Fried+Dinosaurs/data=!4m2!3m1!1s0x14cab928a1c6bedd:0x6da7518298a5a4a5,,
Adana İl Sınırı Nişantaşı,,https://www.google.com/maps/place/Adana+%C4%B0l+S%C4%B1n%C4%B1r%C4%B1+Ni%C5%9Fanta%C5%9F%C4%B1/data=!4m2!3m1!1s0x14cab7bdf2f66e1b:0x200d8eec3641ebf3,,
Kebo Kadıköy,,https://www.google.com/maps/place/Kebo+Kad%C4%B1k%C3%B6y/data=!4m2!3m1!1s0x14cab9d446622819:0x9ae169bd190a5be,,
1932 Cihangir Doyum Mantı,,https://www.google.com/maps/place/1932+Cihangir+Doyum+Mant%C4%B1/data=!4m2!3m1!1s0x14cab7621ed44923:0xf486f8e7a73c3cce,,
Bambi Cafe Taksim,,https://www.google.com/maps/place/Bambi+Cafe+Taksim/data=!4m2!3m1!1s0x14cab764f2879681:0x57ff194341f7b0a3,,
Maslak Pilavcısı,,https://www.google.com/maps/place/Maslak+Pilavc%C4%B1s%C4%B1/data=!4m2!3m1!1s0x14cab5961644b2df:0xe851a10771f603fd,,
Maydonoz Döner Beşiktaş,,https://www.google.com/maps/place/Maydonoz+D%C3%B6ner+Be%C5%9Fikta%C5%9F/data=!4m2!3m1!1s0x14cab74218bd319f:0xf4d96470f81a4966,,
Kimyon Kadıköy,,https://www.google.com/maps/place/Kimyon+Kad%C4%B1k%C3%B6y/data=!4m2!3m1!1s0x14cad06877f41663:0x3521c8fc32bcf708,,
Kottis hotdog,,https://www.google.com/maps/place/Kottis+hotdog/data=!4m2!3m1!1s0x14cab97c8ea23879:0xefdd793524416bd9,,
Ünlü Waffle Vefa,,https://www.google.com/maps/place/%C3%9Cnl%C3%BC+Waffle+Vefa/data=!4m2!3m1!1s0x14cab98b8bd5a4d7:0xc28fcf1c473ce844,,
Bağdat Ocakbaşı Cezayir'in Yeri,,https://www.google.com/maps/place/Ba%C4%9Fdat+Ocakba%C5%9F%C4%B1+Cezayir'in+Yeri/data=!4m2!3m1!1s0x14cab9a099d7169d:0x90a297d86225b31d,,
Cihangir Mantıcısı,,https://www.google.com/maps/place/Cihangir+Mant%C4%B1c%C4%B1s%C4%B1/data=!4m2!3m1!1s0x14cab758019354d3:0x1edbe24aafabefeb,,
Pizza2Go,,https://www.google.com/maps/place/Pizza2Go/data=!4m2!3m1!1s0x14cab8677ad6d5db:0xcad4b3ba319a6047,,
Burger King,,https://www.google.com/maps/place/Burger+King/data=!4m2!3m1!1s0x14cab9ea9cb7ead5:0x6687b3b98096577b,,
İBB SULTANAHMET KENT LOKANTASI,,https://www.google.com/maps/place/%C4%B0BB+SULTANAHMET+KENT+LOKANTASI/data=!4m2!3m1!1s0x14cab9343513ccb3:0x7656979c757ceb8f,,
Meşhur Unkapanı Pilavcısı (GALATA),,https://www.google.com/maps/place/Me%C5%9Fhur+Unkapan%C4%B1+Pilavc%C4%B1s%C4%B1+(GALATA)/data=!4m2!3m1!1s0x14cab9a30c4dd4d9:0x8ceba4f9eda95612,,
Arby's İstiklal AVM,,https://www.google.com/maps/place/Arby's+%C4%B0stiklal+AVM/data=!4m2!3m1!1s0x14cab7613a037271:0x21afbcf7a1eb24c5,,
Dünya Döner Galata Şubesi,,https://www.google.com/maps/place/D%C3%BCnya+D%C3%B6ner+Galata+%C5%9Eubesi/data=!4m2!3m1!1s0x14cab91365d8f4fb:0xaf09e40b325ea6b0,,
Nohut Falafel&Humus Restoran (Glütensiz&Vegan&Vejetaryen),,https://www.google.com/maps/place/Nohut+Falafel%26Humus+Restoran+(Gl%C3%BCtensiz%26Vegan%26Vejetaryen)/data=!4m2!3m1!1s0x14cab96d4ec3eba5:0x6bb1b7a238677533,,
Güllüoğlu Kübban Gaziantep Mutfağı,,https://www.google.com/maps/place/G%C3%BCll%C3%BCo%C4%9Flu+K%C3%BCbban+Gaziantep+Mutfa%C4%9F%C4%B1/data=!4m2!3m1!1s0x14caa4fb5760486b:0x841c6279fda0af2e,,
Bella Vane,,https://www.google.com/maps/place/Bella+Vane/data=!4m2!3m1!1s0x14cab57cfef36ec3:0xdee059ea32e5ebdb,,
Kuzey Büfe,,https://www.google.com/maps/place/Kuzey+B%C3%BCfe/data=!4m2!3m1!1s0x14caba2491314219:0xfcee4d57cbb5d090,,
Beykoz Sosyal Tesisleri 2,,https://www.google.com/maps/place/Beykoz+Sosyal+Tesisleri+2/data=!4m2!3m1!1s0x14cacaf8b2642b3d:0x55e8cc52f3067c52,,
İstanbul Üniversitesi Sosyal Tesisleri Baltalimanı,,https://www.google.com/maps/place/%C4%B0stanbul+%C3%9Cniversitesi+Sosyal+Tesisleri+Baltaliman%C4%B1/data=!4m2!3m1!1s0x14caca797f5d5729:0x2d9f437d9e72d018,,
by Polat Baruthane,,https://www.google.com/maps/place/by+Polat+Baruthane/data=!4m2!3m1!1s0x14cab7c5160fb313:0xf18cd2a3f5112502,,
Ekrem Bey Zurna Dürüm,,https://www.google.com/maps/place/Ekrem+Bey+Zurna+D%C3%BCr%C3%BCm/data=!4m2!3m1!1s0x14cab78eef51c8f7:0xc373aae94529e4ac,,
İBB Haliç Sosyal Tesisleri,,https://www.google.com/maps/place/%C4%B0BB+Hali%C3%A7+Sosyal+Tesisleri/data=!4m2!3m1!1s0x14cab9f7617bca1f:0xb1e4568743ff32b4,,
