Başlık,Not,URL,Etiketler,Yorum
Yıldız Parkı,,https://www.google.com/maps/place/Y%C4%B1ld%C4%B1z+Park%C4%B1/data=!4m2!3m1!1s0x14cab7ba74cafa3d:0x8d3f0c3423ee17e6,,
Bebek Sahili,,https://www.google.com/maps/place/Bebek+Sahili/data=!4m2!3m1!1s0x14cab61d3084ffff:0xc81f944c7c6eb356,,
Belgrad ormanı,,https://www.google.com/maps/place/Belgrad+orman%C4%B1/data=!4m2!3m1!1s0x14cab50e1a9b92f1:0xc34904e808eda203,,
Kireçburnu Sahili,,https://www.google.com/maps/place/Kire%C3%A7burnu+Sahili/data=!4m2!3m1!1s0x14cab55853c10d85:0xaadc5dfbc2ec2c41,,
Milli Parklar Kuş Gözlem Kulesi,,https://www.google.com/maps/place/Milli+Parklar+Ku%C5%9F+G%C3%B6zlem+Kulesi/data=!4m2!3m1!1s0x409fe080d4f87bc1:0x3c13dcd5706f99c1,,
Turkcell Platinum Park,,https://www.google.com/maps/place/Turkcell+Platinum+Park/data=!4m2!3m1!1s0x14cab4340fb9acd1:0xf14121f85f1bc96a,,
Atatürk Arboretumu,,https://www.google.com/maps/place/Atat%C3%BCrk+Arboretumu/data=!4m2!3m1!1s0x14cab4ccc1879c9f:0x398fc905f39432d0,,
İBB Japon Bahçesi Parkı,,https://www.google.com/maps/place/%C4%B0BB+Japon+Bah%C3%A7esi+Park%C4%B1/data=!4m2!3m1!1s0x14caca0ed05f2dd7:0xd0f87dbb1157d37b,,
Atatürk Kent Ormanı,,https://www.google.com/maps/place/Atat%C3%BCrk+Kent+Orman%C4%B1/data=!4m2!3m1!1s0x14cab57a77589989:0xe76f41ba3b79317b,,
Emirgan Korusu,,https://www.google.com/maps/place/Emirgan+Korusu/data=!4m2!3m1!1s0x14caca7152beb381:0x163da0c8ff4d15bb,,
İBB Maçka Demokrasi Parkı,,https://www.google.com/maps/place/%C4%B0BB+Ma%C3%A7ka+Demokrasi+Park%C4%B1/data=!4m2!3m1!1s0x14cace33ccb7fddb:0x31f77c9ec9e157a3,,
Maçka Sanat Parkı,,https://www.google.com/maps/place/Ma%C3%A7ka+Sanat+Park%C4%B1/data=!4m2!3m1!1s0x14cab7a92d51deed:0xf62f7f5eaeccffe,,
